employee_id,department,remote_working,hours_worked_per_day
E2099,Marketing,Yes,8.7
E2100,Marketing,Yes,9.9
E2101,Sales,No,8.0
E2102,HR,Yes,8.4
E2103,HR,No,8.5
E2104,HR,Yes,15.0
E2105,HR,Yes,9.8
E2106,HR,No,10.0
E2107,Marketing,Yes,8.8
E2108,HR,Yes,8.1
E2109,Marketing,Yes,7.4
E2110,HR,Yes,7.2
E2111,HR,No,10.1
E2112,Marketing,Yes,9.7
E2113,HR,No,7.9
E2114,IT,Yes,6.1
E2115,Sales,No,4.6
E2116,IT,Yes,6.7
E2117,Marketing,No,7.8
E2118,HR,Yes,9.7
E2119,IT,Yes,7.2
E2120,HR,Yes,8.6
E2121,Marketing,No,9.6
E2122,Sales,No,8.2
E2123,Marketing,No,7.8
E2124,HR,No,6.4
E2125,Marketing,No,6.6
E2126,Marketing,No,8.5
E2127,HR,Yes,7.8
E2128,IT,Yes,8.1
E2129,Marketing,No,7.9
E2130,Marketing,Yes,8.8
E2131,HR,Yes,7.1
E2132,Marketing,No,7.6
E2133,Marketing,No,10.3
E2134,Marketing,No,7.0
E2135,Marketing,Yes,7.7
E2136,IT,Yes,7.3
E2137,HR,No,8.5
E2138,Sales,Yes,9.2
E2139,Sales,No,7.4
E2140,Sales,No,7.5
E2141,Sales,No,7.7
E2142,IT,No,8.6
E2143,Marketing,Yes,7.1
E2144,Marketing,No,7.5
E2145,IT,No,5.2
E2146,HR,Yes,6.3
E2147,Sales,Yes,7.9
E2148,IT,Yes,9.1
E2149,IT,Yes,8.4
E2150,HR,Yes,6.7
E2151,HR,Yes,6.3
E2152,Sales,No,8.2
E2153,IT,Yes,6.0
E2154,Marketing,Yes,9.3
E2155,IT,Yes,8.1
E2156,Sales,Yes,6.1
E2157,Sales,No,6.8
E2158,Sales,Yes,7.1
E2159,HR,Yes,7.1
E2160,IT,Yes,6.2
E2161,HR,No,7.0
E2162,Sales,Yes,7.2
E2163,Marketing,No,7.1
E2164,Sales,No,9.4
E2165,Marketing,Yes,8.1
E2166,IT,Yes,6.8
E2167,Sales,No,7.6
E2168,Sales,Yes,6.9
E2169,Marketing,Yes,7.6
E2170,IT,Yes,9.1
E2171,Marketing,Yes,8.3
E2172,IT,Yes,10.7
E2173,Marketing,No,8.5
E2174,Marketing,No,6.9
E2175,HR,No,9.0
E2176,Sales,Yes,9.3
E2177,Marketing,Yes,9.3
E2178,IT,No,6.7
E2179,Marketing,Yes,7.8
E2180,IT,Yes,9.4
E2181,Marketing,No,6.0
E2182,HR,Yes,7.4
E2183,HR,No,6.3
E2184,HR,Yes,6.9
E2185,Sales,No,6.8
E2186,Marketing,Yes,9.5
E2187,IT,Yes,7.7
E2188,HR,Yes,7.0
E2189,IT,Yes,6.8
E2190,Sales,No,8.2
E2191,IT,Yes,8.0
E2192,HR,Yes,9.6
E2193,HR,Yes,8.6
E2194,Sales,Yes,6.3
E2195,Marketing,No,7.2
E2196,IT,Yes,9.3
E2197,Sales,No,7.3
E2198,Marketing,No,10.1
E2199,Marketing,Yes,6.7
E2200,Sales,No,8.7
E2201,Sales,No,7.0
E2202,Marketing,Yes,7.4
E2203,Marketing,Yes,9.3
E2204,Sales,No,7.8
E2205,Sales,No,9.0
E2206,Marketing,No,8.6
E2207,HR,Yes,8.9
E2208,Marketing,Yes,6.9
E2209,IT,Yes,7.7
E2210,IT,No,8.5
E2211,Sales,No,7.0
E2212,HR,Yes,10.0
E2213,Sales,No,7.1
E2214,HR,No,7.6
E2215,Marketing,No,6.8
E2216,HR,No,5.4
E2217,Marketing,No,10.2
E2218,Sales,No,7.8
E2219,Sales,No,7.5
E2220,Sales,Yes,7.8
E2221,Sales,Yes,9.7
E2222,Marketing,Yes,6.8
E2223,HR,No,8.8
E2224,IT,No,7.5
E2225,IT,Yes,7.3
E2226,Sales,No,8.7
E2227,Sales,No,9.2
E2228,IT,Yes,7.4
E2229,Marketing,Yes,7.1
E2230,Marketing,No,6.6
E2231,HR,Yes,9.3
E2232,HR,No,7.3
E2233,Sales,Yes,5.8
E2234,Sales,Yes,9.7
E2235,IT,Yes,6.4
E2236,HR,No,8.9
E2237,Sales,Yes,8.2
E2238,IT,No,8.3
E2239,Marketing,Yes,7.3
E2240,HR,No,8.4
E2241,Sales,No,6.0
E2242,HR,Yes,8.7
E2243,HR,No,9.9
E2244,IT,Yes,9.1
E2245,Sales,No,5.6
E2246,HR,Yes,6.8
E2247,HR,Yes,7.8
E2248,Sales,No,8.6
E2249,HR,Yes,7.9
E2250,IT,No,7.4
E2251,HR,No,8.7
E2252,Sales,Yes,9.4
E2253,IT,No,7.7
E2254,HR,No,8.9
E2255,Sales,No,4.9
E2256,Sales,Yes,6.9
E2257,Sales,No,7.6
E2258,HR,No,7.4
E2259,IT,No,8.4
E2260,HR,Yes,9.2
E2261,Sales,Yes,8.6
E2262,Marketing,No,7.3
E2263,IT,Yes,6.2
E2264,Marketing,Yes,8.7
E2265,Marketing,Yes,5.8
E2266,IT,No,8.8
E2267,IT,Yes,7.8
E2268,HR,No,6.6
E2269,Marketing,Yes,8.3
E2270,HR,Yes,8.0
E2271,HR,Yes,8.0
E2272,HR,Yes,7.9
E2273,IT,No,8.5
E2274,Marketing,Yes,9.1
E2275,Sales,Yes,8.6
E2276,IT,No,9.2
E2277,IT,Yes,7.9
E2278,Marketing,No,9.9
E2279,Marketing,No,8.7
E2280,Marketing,Yes,7.3
E2281,Marketing,Yes,6.7
E2282,Marketing,No,8.2
E2283,Sales,Yes,6.4
E2284,HR,No,6.8
E2285,HR,No,8.3
E2286,IT,Yes,7.3
E2287,HR,Yes,6.9
E2288,HR,Yes,8.0
E2289,HR,Yes,8.1
E2290,Sales,No,7.8
E2291,Sales,Yes,7.5
E2292,HR,No,9.0
E2293,Marketing,Yes,8.4
E2294,HR,Yes,7.7
E2295,Marketing,No,11.0
E2296,IT,No,8.2
E2297,Marketing,Yes,9.4
E2298,Sales,No,7.3
E2299,IT,Yes,6.4
E2300,Sales,No,7.0
E2301,Sales,Yes,7.7
E2302,Sales,Yes,7.4
E2303,HR,No,9.6
E2304,Sales,Yes,7.9
E2305,Sales,No,8.6
E2306,Sales,No,7.9
E2307,HR,Yes,7.5
E2308,HR,No,8.0
E2309,Sales,No,10.1
E2310,Sales,No,7.1
E2311,IT,Yes,8.9
E2312,Sales,No,6.8
E2313,Marketing,Yes,7.4
E2314,HR,No,8.0
E2315,IT,No,8.4
E2316,Marketing,Yes,9.8
E2317,Sales,No,7.9
E2318,IT,Yes,7.0
E2319,IT,No,8.8
E2320,HR,Yes,7.6
E2321,Marketing,Yes,8.3
E2322,IT,No,7.9
E2323,HR,Yes,5.7
E2324,Marketing,Yes,8.6
E2325,HR,No,8.7
E2326,HR,Yes,9.1
E2327,IT,Yes,10.2
E2328,HR,Yes,6.6
E2329,IT,Yes,8.6
E2330,Sales,No,8.5
E2331,Sales,Yes,7.5
E2332,Sales,Yes,8.5
E2333,Sales,No,8.6
E2334,Marketing,No,6.5
E2335,IT,Yes,8.3
E2336,IT,No,6.9
E2337,Sales,Yes,7.2
E2338,HR,Yes,5.9
E2339,IT,Yes,7.4
E2340,Sales,Yes,7.8
E2341,HR,No,8.7
E2342,Sales,Yes,8.0
E2343,IT,No,6.1
E2344,Sales,No,9.0
E2345,HR,No,7.9
E2346,Marketing,Yes,8.6
E2347,Sales,Yes,9.2
E2348,Sales,No,9.7
E2349,Marketing,No,10.4
E2350,HR,No,7.9
E2351,Sales,Yes,8.4
E2352,Sales,No,6.7
E2353,HR,Yes,9.3
E2354,Sales,Yes,6.6
E2355,HR,Yes,5.8
E2356,Marketing,Yes,9.0
E2357,HR,No,7.4
E2358,Sales,Yes,8.9
E2359,HR,No,8.5
E2360,Sales,Yes,6.0
E2361,IT,No,4.7
E2362,Marketing,Yes,6.7
E2363,Marketing,No,8.0
E2364,HR,No,6.5
E2365,Marketing,No,7.2
E2366,Sales,No,6.2
E2367,Marketing,Yes,8.2
E2368,Marketing,No,8.1
E2369,Sales,Yes,7.4
E2370,IT,Yes,9.7
E2371,HR,No,9.8
E2372,Marketing,No,8.7
E2373,Marketing,No,3.3
E2374,Marketing,Yes,6.7
E2375,Marketing,No,8.5
E2376,Sales,No,7.2
E2377,Marketing,No,7.4
E2378,Sales,Yes,9.1
E2379,HR,No,8.6
E2380,Sales,Yes,9.6
E2381,HR,Yes,7.5
E2382,IT,No,9.7
E2383,Marketing,No,7.3
E2384,Marketing,Yes,9.8
E2385,Marketing,No,8.1
E2386,IT,No,7.0
E2387,Marketing,Yes,6.0
E2388,HR,Yes,7.6
E2389,Sales,No,7.7
E2390,Marketing,Yes,9.0
E2391,IT,No,7.9
E2392,Marketing,Yes,7.5
E2393,IT,Yes,9.3
E2394,Marketing,No,7.7
E2395,IT,No,7.3
E2396,Marketing,Yes,15.0
E2397,Marketing,No,7.4
E2398,HR,No,8.8
E2399,IT,Yes,7.3
E2400,HR,Yes,7.7
E2401,Marketing,Yes,8.2
E2402,IT,No,7.6
E2403,HR,Yes,8.0
E2404,Marketing,No,9.0
E2405,HR,No,8.5
E2406,Sales,No,8.6
E2407,IT,Yes,7.2
E2408,IT,Yes,9.0
E2409,Marketing,No,8.8
E2410,HR,Yes,9.2
E2411,HR,Yes,7.1
E2412,HR,Yes,7.8
E2413,Sales,Yes,8.8
E2414,IT,Yes,7.3
E2415,Sales,Yes,7.7
E2416,HR,Yes,10.3
E2417,IT,No,10.3
E2418,Marketing,Yes,9.5
E2419,Sales,Yes,9.1
E2420,HR,Yes,6.8
E2421,Sales,Yes,8.6
E2422,HR,Yes,7.6
E2423,HR,No,6.7
E2424,HR,Yes,7.4
E2425,IT,No,8.1
E2426,Sales,Yes,7.3
E2427,HR,No,7.3
E2428,HR,No,9.0
E2429,Marketing,Yes,8.2
E2430,Sales,Yes,8.3
E2431,Sales,Yes,8.1
E2432,Marketing,No,7.2
E2433,HR,Yes,6.4
E2434,Sales,Yes,8.4
E2435,Sales,No,7.4
E2436,Marketing,No,5.6
E2437,Marketing,No,7.5
E2438,Sales,Yes,6.7
E2439,Marketing,No,8.8
E2440,Sales,Yes,8.6
E2441,HR,No,8.6
E2442,HR,No,7.2
E2443,IT,No,8.9
E2444,IT,Yes,8.4
E2445,HR,No,7.5
E2446,Sales,Yes,7.5
E2447,Sales,No,9.1
E2448,Sales,No,7.4
E2449,Marketing,No,8.4
E2450,Sales,No,9.2
E2451,HR,No,10.3
E2452,Marketing,No,10.0
E2453,HR,No,9.1
E2454,Marketing,No,6.2
E2455,Sales,No,7.2
E2456,IT,No,7.3
E2457,HR,Yes,10.0
E2458,Sales,Yes,7.2
E2459,IT,No,8.5
E2460,Marketing,Yes,8.1
E2461,IT,Yes,6.9
E2462,Sales,No,8.5
E2463,IT,No,8.5
E2464,IT,No,6.5
E2465,Sales,Yes,9.5
E2466,IT,No,5.5
E2467,Sales,Yes,7.3
E2468,HR,No,9.2
E2469,Sales,Yes,6.6
E2470,IT,No,8.4
E2471,IT,Yes,6.4
E2472,IT,Yes,7.9
E2473,IT,No,5.2
E2474,IT,No,7.0
E2475,HR,No,6.1
E2476,Sales,No,7.5
E2477,HR,Yes,7.5
E2478,IT,Yes,7.2
E2479,Sales,No,9.0
E2480,HR,Yes,6.9
E2481,IT,No,8.8
E2482,IT,No,10.0
E2483,IT,No,8.2
E2484,IT,Yes,7.0
E2485,Marketing,Yes,6.5
E2486,Marketing,No,7.1
E2487,IT,No,8.8
E2488,Marketing,Yes,8.2
E2489,Marketing,Yes,9.1
E2490,Sales,No,8.9
E2491,Marketing,No,8.2
E2492,Sales,Yes,8.6
E2493,IT,Yes,10.2
E2494,HR,Yes,9.7
E2495,IT,No,7.6
E2496,IT,Yes,9.2
E2497,Marketing,No,8.7
E2498,IT,Yes,9.4
E2499,Sales,No,8.8
E2500,Marketing,Yes,6.8
E2501,Marketing,No,6.1
E2502,Sales,Yes,8.7
E2503,Marketing,Yes,10.3
E2504,HR,No,7.1
E2505,Marketing,Yes,7.8
E2506,Sales,Yes,6.8
E2507,IT,No,9.4
E2508,HR,No,5.2
E2509,Marketing,Yes,5.3
E2510,Sales,No,8.5
E2511,Marketing,Yes,7.9
E2512,Sales,No,7.4
E2513,Marketing,Yes,7.6
E2514,IT,No,8.6
E2515,HR,No,7.5
E2516,Sales,Yes,6.7
E2517,IT,Yes,6.9
E2518,Sales,No,9.1
E2519,Marketing,No,7.4
E2520,Marketing,No,6.3
E2521,HR,Yes,8.1
E2522,Marketing,Yes,8.6
E2523,Marketing,Yes,9.6
E2524,Sales,Yes,8.3
E2525,Sales,No,7.2
E2526,Marketing,Yes,8.6
E2527,IT,Yes,8.9
E2528,Marketing,No,8.0
E2529,HR,Yes,7.9
E2530,IT,No,8.3
E2531,Sales,Yes,7.9
E2532,Sales,No,8.3
E2533,Marketing,No,6.8
E2534,Marketing,No,6.6
E2535,HR,No,7.0
E2536,Marketing,Yes,8.8
E2537,HR,No,8.3
E2538,Sales,No,9.2
E2539,Marketing,Yes,7.8
E2540,HR,No,6.6
E2541,Marketing,No,9.4
E2542,IT,Yes,8.0
E2543,Sales,Yes,9.5
E2544,Marketing,No,8.7
E2545,IT,No,10.6
E2546,IT,Yes,7.7
E2547,HR,No,9.1
E2548,Marketing,No,9.1
E2549,HR,No,7.3
E2550,Sales,Yes,7.8
E2551,IT,Yes,6.2
E2552,Sales,No,6.1
E2553,IT,No,8.2
E2554,IT,No,9.0
E2555,Sales,No,8.8
E2556,HR,Yes,8.4
E2557,HR,No,9.0
E2558,IT,No,7.3
E2559,HR,Yes,7.7
E2560,Marketing,No,8.9
E2561,HR,No,8.5
E2562,Marketing,No,7.7
E2563,IT,No,9.6
E2564,HR,Yes,6.4
E2565,Marketing,Yes,7.4
E2566,HR,Yes,7.7
E2567,Sales,Yes,9.0
E2568,Sales,No,8.0
E2569,HR,No,6.5
E2570,HR,No,8.6
E2571,HR,No,9.3
E2572,Marketing,Yes,8.9
E2573,Marketing,No,8.7
E2574,Marketing,No,5.8
E2575,Sales,Yes,6.9
E2576,HR,No,8.6
E2577,IT,Yes,7.9
E2578,Marketing,Yes,8.6
E2579,HR,No,6.5
E2580,Marketing,No,7.9
E2581,HR,Yes,6.3
E2582,Sales,No,5.7
E2583,HR,Yes,8.4
E2584,IT,Yes,9.0
E2585,Sales,No,8.3
E2586,Marketing,Yes,8.0
E2587,Sales,No,6.1
E2588,IT,No,9.2
E2589,Sales,Yes,7.9
E2590,Sales,Yes,10.4
E2591,HR,Yes,9.1
E2592,IT,No,5.6
E2593,HR,Yes,8.9
E2594,Marketing,Yes,6.3
E2595,Sales,Yes,7.1
E2596,Sales,Yes,7.7
E2597,IT,No,7.9
E2598,Marketing,No,8.5
E2599,IT,No,6.8
E2600,HR,Yes,6.6
E2601,HR,Yes,8.7
E2602,Marketing,No,8.0
E2603,Marketing,No,8.2
E2604,Sales,No,5.4
E2605,HR,No,7.8
E2606,Marketing,Yes,6.9
E2607,Marketing,No,6.9
E2608,Sales,Yes,9.1
E2609,Sales,Yes,6.7
E2610,Marketing,No,6.7
E2611,HR,Yes,7.6
E2612,Marketing,Yes,8.5
E2613,HR,Yes,6.9
E2614,Marketing,No,9.5
E2615,HR,No,9.7
E2616,IT,Yes,6.9
E2617,Sales,Yes,7.7
E2618,Marketing,Yes,7.1
E2619,Marketing,No,6.0
E2620,Sales,No,8.4
E2621,HR,No,8.9
E2622,Marketing,Yes,10.4
E2623,Marketing,Yes,6.9
E2624,Marketing,No,9.6
E2625,HR,Yes,9.6
E2626,Marketing,Yes,8.2
E2627,IT,No,8.7
E2628,Marketing,Yes,9.0
E2629,Marketing,No,10.4
E2630,Sales,No,8.6
E2631,HR,Yes,7.9
E2632,IT,Yes,7.0
E2633,Sales,No,8.4
E2634,HR,No,9.2
E2635,HR,Yes,8.3
E2636,Marketing,Yes,7.1
E2637,Sales,Yes,8.1
E2638,HR,Yes,7.8
E2639,IT,Yes,8.3
E2640,Marketing,No,6.0
E2641,Marketing,No,8.7
E2642,Marketing,Yes,8.7
E2643,Marketing,Yes,8.5
E2644,IT,No,8.0
E2645,Marketing,Yes,5.8
E2646,HR,Yes,8.0
E2647,Sales,Yes,9.3
E2648,HR,Yes,7.0
E2649,Marketing,No,5.6
E2650,Sales,Yes,6.2
E2651,Marketing,No,8.4
E2652,Marketing,No,8.4
E2653,IT,Yes,9.1
E2654,IT,Yes,7.9
E2655,HR,Yes,6.2
E2656,IT,No,7.0
E2657,Sales,No,9.0
E2658,Sales,No,8.2
E2659,Sales,Yes,8.8
E2660,Marketing,No,8.5
E2661,Marketing,Yes,7.8
E2662,Marketing,No,7.8
E2663,Marketing,No,10.2
E2664,IT,No,8.5
E2665,Marketing,Yes,7.8
E2666,Sales,No,8.5
E2667,HR,Yes,8.3
E2668,HR,Yes,5.4
E2669,HR,No,8.8
E2670,Sales,Yes,10.2
E2671,HR,Yes,7.1
E2672,Marketing,No,9.7
E2673,IT,Yes,7.7
E2674,HR,No,8.4
E2675,IT,Yes,9.3
E2676,HR,Yes,7.1
E2677,IT,Yes,9.5
E2678,IT,No,6.5
E2679,Marketing,No,6.9
E2680,IT,No,7.3
E2681,IT,No,8.8
E2682,HR,No,7.6
E2683,Marketing,No,6.2
E2684,Sales,No,7.7
E2685,Marketing,Yes,7.1
E2686,Sales,Yes,8.9
E2687,HR,No,7.6
E2688,HR,Yes,8.1
E2689,Marketing,Yes,7.5
E2690,IT,Yes,8.5
E2691,HR,Yes,7.8
E2692,IT,Yes,8.4
E2693,IT,No,4.9
E2694,Sales,No,8.1
E2695,Sales,Yes,8.5
E2696,Marketing,No,7.8
E2697,HR,Yes,8.8
E2698,Sales,Yes,8.9
E2699,Marketing,No,9.6
E2700,Marketing,Yes,8.1
E2701,HR,No,5.7
E2702,HR,No,5.3
E2703,Sales,Yes,6.1
E2704,HR,No,8.0
E2705,HR,Yes,7.8
E2706,Marketing,No,8.3
E2707,IT,No,7.2
E2708,Sales,No,7.1
E2709,IT,No,8.7
E2710,Marketing,Yes,8.8
E2711,Sales,Yes,7.7
E2712,IT,Yes,8.0
E2713,HR,No,8.5
E2714,HR,No,8.6
E2715,Marketing,No,6.6
E2716,HR,Yes,7.1
E2717,Sales,Yes,6.5
E2718,Sales,No,7.4
E2719,HR,No,9.0
E2720,IT,Yes,8.7
E2721,IT,No,6.7
E2722,Marketing,No,8.6
E2723,Marketing,Yes,8.1
E2724,Sales,Yes,7.4
E2725,Sales,Yes,6.3
E2726,HR,Yes,7.8
E2727,Marketing,Yes,8.8
E2728,HR,No,5.4
E2729,IT,Yes,7.5
E2730,IT,No,10.7
E2731,Sales,Yes,8.8
E2732,HR,No,8.3
E2733,HR,Yes,7.1
E2734,Sales,No,7.2
E2735,IT,Yes,7.9
E2736,Marketing,No,9.9
E2737,Sales,Yes,8.6
E2738,Sales,Yes,7.0
E2739,Sales,No,9.4
E2740,Sales,Yes,7.6
E2741,Sales,No,10.0
E2742,Sales,Yes,7.3
E2743,IT,Yes,6.8
E2744,IT,No,8.2
E2745,HR,Yes,9.2
E2746,Marketing,Yes,9.2
E2747,IT,Yes,8.2
E2748,HR,Yes,6.8
E2749,IT,Yes,7.4
E2750,HR,No,5.6
E2751,Marketing,Yes,6.9
E2752,HR,Yes,7.8
E2753,Sales,Yes,8.5
E2754,IT,Yes,7.6
E2755,IT,No,7.9
E2756,HR,Yes,7.5
E2757,Marketing,Yes,8.9
E2758,Marketing,Yes,6.9
E2759,IT,Yes,9.0
E2760,Sales,Yes,2.8
E2761,Sales,Yes,8.6
E2762,Marketing,Yes,7.4
E2763,HR,No,7.4
E2764,HR,No,9.5
E2765,Marketing,Yes,6.6
E2766,Sales,Yes,6.9
E2767,HR,No,6.6
E2768,HR,No,6.5
E2769,IT,No,6.7
E2770,IT,Yes,8.9
E2771,Marketing,No,9.3
E2772,HR,No,7.2
E2773,HR,No,8.2
E2774,IT,Yes,8.9
E2775,Sales,Yes,8.1
E2776,HR,Yes,6.9
E2777,IT,No,6.2
E2778,HR,No,9.2
E2779,Marketing,No,8.6
E2780,Marketing,No,8.7
E2781,Marketing,Yes,15.2
E2782,IT,Yes,8.3
E2783,Sales,No,8.8
E2784,IT,Yes,8.4
E2785,HR,Yes,1.7
E2786,IT,Yes,9.2
E2787,Marketing,No,6.2
E2788,HR,No,9.1
E2789,HR,No,9.3
E2790,IT,Yes,9.9
E2791,IT,No,7.6
E2792,HR,Yes,6.8
E2793,HR,Yes,9.0
E2794,HR,Yes,7.2
E2795,Marketing,Yes,8.1
E2796,Marketing,No,7.6
E2797,HR,No,6.9
E2798,Sales,Yes,8.4
E2799,IT,Yes,6.3
E2800,Sales,Yes,8.7
